"sa_selfie_capture_screen_open","Selfie capture screen in savings account flow event. Triggered when: 1) Selfie capture interface opens during banking KYC, 2) Face verification begins in account setup, 3) Biometric collection starts. Properties: flow (savings_account), capture_type (kyc/verification), camera_permission (granted/denied), retry_count (int). Purpose: Track biometric verification adoption in banking, monitor selfie capture success, optimize face verification UX. Screens: Banking selfie capture. Scenarios: KYC selfie capture, account verification, biometric collection."
"slice_account_onboarding_successfull","Successful slice account creation event. Triggered when: 1) Slice savings account creation completes successfully, 2) Account setup finishes, 3) Banking onboarding succeeds. Properties: flow (slice_account), completion_time (duration), verification_method (kyc/digital), account_type (savings/current). Purpose: Track account creation success rates, monitor onboarding completion, measure banking conversion effectiveness. Screens: Account creation success. Scenarios: Successful account opening, onboarding completion, banking setup success."
"app_permission_page_opened","App permission request screen event. Triggered when: 1) Platform permission request screen opens, 2) System permissions are requested during onboarding, 3) Feature access permissions are shown. Properties: permission_type (camera/location/contacts), flow (onboarding/feature), is_mandatory (boolean), module (platform_module). Purpose: Track permission request patterns, monitor grant rates during onboarding, optimize permission timing and presentation. Screens: Platform permission requests. Scenarios: Onboarding permissions, feature access requests, system permission flows."
"permissions_popup_opened","Auth module permissions event. Triggered when: 1) Individual permission popup opens, 2) Specific permission explanation shows, 3) Permission justification displays. Properties: permission_type (specific permission), flow (phone_verification). Purpose: Track individual permission education, measure permission-specific engagement. Screens: Permission explanation popups. Scenarios: SMS permission, phone permission, location permission education."
"permissions_popup_allow_clicked","Auth module permissions event. Triggered when: 1) User clicks Allow on permission popup, 2) Permission grant action taken, 3) User accepts specific permission. Properties: permission_type (granted permission). Purpose: Track permission grant rates, measure user permission acceptance. Screens: Permission popup allow action. Scenarios: Permission acceptance, user permission granting, flow progression."
"permissions_popup_deny_clicked","Auth module permissions event. Triggered when: 1) User clicks Deny on permission popup, 2) Permission rejection action taken, 3) User declines specific permission. Properties: permission_type (denied permission). Purpose: Track permission denial rates, measure user permission resistance. Screens: Permission popup deny action. Scenarios: Permission rejection, user privacy concerns, permission avoidance."
"session_timeout","Session management core event. Triggered when: 1) User session expires due to inactivity, 2) Background timeout threshold reached, 3) Security timeout enforced. Properties: condition_met (timeout type), inactive_time (seconds inactive), terminated_by (frontend/backend). Purpose: Track session management effectiveness, measure user activity patterns, optimize timeout settings. Screens: Background session monitoring. Scenarios: User inactivity, background timeouts, security timeouts, session expiry."
"session_token_fetched","Session management success event. Triggered when: 1) Session token successfully obtained, 2) Authentication token refresh succeeds, 3) Session establishment completes. Properties: retries (attempt count), source (token source). Purpose: Track session establishment success, measure token fetch performance, monitor authentication reliability. Screens: Background session management. Scenarios: Initial session creation, token refresh, session recovery, authentication success."
"session_creation_internet_status","Session management connectivity event. Triggered when: 1) Session creation checks internet connectivity, 2) Network status verified during authentication, 3) Connectivity validation occurs. Properties: is_connected (connectivity status). Purpose: Track network dependency in authentication, measure connectivity impact on sessions. Screens: Background connectivity checks. Scenarios: Session creation, network validation, connectivity verification, authentication dependency."
"app_login_complete","Auth completion tracking event. Triggered when: 1) Complete login flow finishes with result, 2) Authentication process concludes, 3) User login journey ends. Properties: time (completion time), mode (email/gmail), status (success/failure), failure_reason (error details), next_screen (destination screen). Purpose: Track end-to-end login success, measure authentication performance, analyze completion rates. Screens: Post-authentication flow. Scenarios: Successful login, authentication failures, flow completion, user journey tracking."
"smv_verification_initiated","Auth carrier verification event. Triggered when: 1) Silent Mobile Verification starts, 2) Carrier-based authentication begins, 3) Network operator verification triggers. Properties: flow (login_sign_up), carrier (network operator). Purpose: Track carrier verification usage, measure SMV adoption, analyze network operator patterns. Screens: Background SMV process. Scenarios: Carrier verification, network authentication, silent verification, operator-based auth."
"op_land","Onboarding platform core event. Triggered when: 1) Any onboarding screen opens/lands, 2) Platform screen initialization occurs, 3) Module screen navigation happens. Properties: screen (screen type), module (platform module), module_index (sequence position), cta_count (available actions), cta_active_count (enabled actions), flow (onboarding flow), flow_type (flow category), product (product type), is_bottom_sheet (UI type). Purpose: Track onboarding screen engagement, measure module progression, analyze user journey through platform. Screens: All onboarding platform screens. Scenarios: Screen navigation, module progression, onboarding flow, user journey tracking."
"op_cta_action","Onboarding platform interaction event. Triggered when: 1) User clicks CTA buttons on platform screens, 2) Action buttons activated, 3) Primary/secondary actions taken. Properties: screen (current screen), cta_action (action type), cta_type (primary/secondary), cta_text (button text), module (platform module), flow context. Purpose: Track user interactions with onboarding CTAs, measure button effectiveness, analyze action patterns. Screens: All onboarding platform screens with CTAs. Scenarios: Button clicks, action progression, CTA engagement, user interaction tracking."
"op_type","Onboarding platform input event. Triggered when: 1) User inputs data in onboarding forms, 2) Text fields interaction occurs, 3) Input validation triggers. Properties: screen (input screen), input_name (field name), module (platform module), flow context. Purpose: Track input field engagement, measure form completion, analyze user data entry patterns. Screens: Onboarding forms and input screens. Scenarios: Form filling, data entry, input validation, field interaction."
"op_back","Onboarding platform navigation event. Triggered when: 1) User presses back button/gesture, 2) Navigation backward occurs, 3) Screen exit actions taken. Properties: screen (current screen), back_type (system/gesture/button), module (platform module), flow context. Purpose: Track backward navigation patterns, measure user flow abandonment, analyze navigation behavior. Screens: All onboarding platform screens. Scenarios: Back navigation, flow exit, user retreat, navigation patterns."
"api_error","Onboarding platform error event. Triggered when: 1) API calls fail during onboarding, 2) Network errors occur in platform flows, 3) Server errors interrupt user journey. Properties: screen (error screen), api (failed endpoint), error_message (error details), module (platform module), flow context. Purpose: Track API failure impact on onboarding, identify problematic endpoints, monitor platform reliability. Screens: Any platform screen with API calls. Scenarios: Network failures, server errors, API timeouts, platform reliability issues."
"aa_landing_page_open","Account Aggregator platform event. Triggered when: 1) AA landing page opens for user, 2) Account aggregator flow begins, 3) Financial data connection starts. Properties: screen (AA screen), vendor (AA provider), bank (financial institution), module (account_aggregator), flow context. Purpose: Track AA adoption, measure provider selection, analyze bank integration patterns. Screens: Account Aggregator landing pages. Scenarios: AA flow start, bank connection, provider selection, financial data access."
"aa_landing_screen_continue_clicked","Account Aggregator platform event. Triggered when: 1) User clicks continue on AA landing screen, 2) AA flow progression occurs, 3) Bank connection proceeds. Properties: vendor (AA provider), screen (current screen), cta_text (button text), cta_target_type (action target), cta_target_resource (target resource), flow context. Purpose: Track AA flow progression, measure user commitment to bank connection, analyze provider-specific success. Screens: AA landing screen continue action. Scenarios: AA flow progression, bank connection commitment, provider acceptance."
"profile_type_open","Onboarding platform profile event. Triggered when: 1) Profile type selection screen opens, 2) User profile category selection begins, 3) Profile customization flow starts. Properties: module context, flow information. Purpose: Track profile selection engagement, measure user segmentation preferences. Screens: Profile type selection screen. Scenarios: Profile category selection, user segmentation, profile customization start."
"profile_type_click","Onboarding platform profile event. Triggered when: 1) User selects specific profile type, 2) Profile category chosen, 3) User segmentation occurs. Properties: profile_type (selected category), module context, flow information. Purpose: Track profile selection patterns, measure user segmentation distribution, analyze profile preferences. Screens: Profile type selection action. Scenarios: Profile category selection, user type identification, segmentation completion."
"op_missing_data","Onboarding platform data event. Triggered when: 1) Required data missing for screen, 2) Data validation fails, 3) Configuration issues prevent proper display. Properties: message (missing data details), screen context, module information. Purpose: Track data completeness issues, identify configuration problems, monitor platform data integrity. Screens: Any platform screen with data dependencies. Scenarios: Missing configurations, data validation failures, incomplete setups."
"exit_bottom_sheet_opened","Onboarding platform exit event. Triggered when: 1) User attempts to exit onboarding flow, 2) Exit confirmation bottomsheet opens, 3) Flow abandonment prevention triggers. Properties: module context, flow information. Purpose: Track exit attempt patterns, measure flow abandonment rates, analyze user retention. Screens: Exit confirmation bottomsheet. Scenarios: Flow abandonment, exit attempts, user retention, journey interruption."
"exit_bottom_sheet_cta_clicked","Onboarding platform exit event. Triggered when: 1) User clicks CTA in exit bottomsheet, 2) Exit confirmation or cancellation occurs, 3) Flow abandonment decision made. Properties: cta_text (button text clicked), module context, flow information. Purpose: Track exit decision patterns, measure retention effectiveness, analyze abandonment reasons. Screens: Exit bottomsheet CTA actions. Scenarios: Exit confirmation, flow continuation, abandonment prevention, user decision tracking."
"web_view_opened","Platform web integration event. Triggered when: 1) WebView components open in platform, 2) Web-based screens load, 3) External content integration occurs. Properties: screen (web screen type), vendor (content provider), aa (account aggregator), bank (financial institution), error (loading errors), module context. Purpose: Track web integration usage, measure external content loading, monitor web component performance. Screens: WebView-based platform screens. Scenarios: Web content loading, external integrations, hybrid app experiences, web component usage."
"aa_recommended_bank_list_open","Account Aggregator onboarding event. Triggered when: 1) Account Selection screen opens with AA vendor, 2) User views recommended bank list, 3) AA module displays bank selection options. Properties: screen (AccountSelection), vendor (ignosis/finvu), bank_list (account list JSON), module_index, cta_count, flow, product. Purpose: Track AA bank selection screen opens, measure vendor performance, analyze user bank preferences. Screens: AccountSelectionScreen, PlatformAccountSelectionEventUtil.trackScreenOpen(). Scenarios: AA onboarding flow, bank account selection, vendor-specific flows."
"aa_recommended_bank_continue","Account Aggregator bank selection event. Triggered when: 1) User clicks Continue after bank selection, 2) AA bank selection CTA clicked, 3) Bank selection confirmation action. Properties: screen, vendor, type (recommended), bank (selected bank), cta_action (click), cta_text, cta_target_type, cta_target_resource. Purpose: Track AA bank selection completion rates, measure conversion, analyze bank selection patterns. Screens: AccountSelectionScreen, PlatformAccountSelectionEventUtil.trackCtaClick(). Scenarios: AA bank selection, continue action, recommended bank selection."
"aa_bank_selected","Account Aggregator bank item selection event. Triggered when: 1) User selects specific bank from AA list, 2) Bank item clicked in selection screen, 3) User makes bank choice. Properties: screen, vendor, type (recommended), bank (selected bank), cta_action (click), cta_text, module context. Purpose: Track individual bank selection interactions, measure bank popularity, analyze user preferences. Screens: AccountSelectionScreen, PlatformAccountSelectionEventUtil.trackItemSelected(). Scenarios: Bank item selection, bank preference tracking, AA vendor analysis."
"flutter_analytics_logging","Flutter integration analytics event. Triggered when: 1) Flutter modules log analytics data, 2) Cross-platform event tracking, 3) Flutter-native integration events. Properties: name (event name), type (event type), data (event parameters), source (flutter/native). Purpose: Track Flutter module usage, measure cross-platform integration, monitor Flutter component performance. Screens: Flutter-based components, FlutterAnalyticsLogger.initiateAnalyticsLogging(). Scenarios: Flutter screen interactions, cross-platform analytics, hybrid app tracking."
"toast_message","Banking module toast notification event. Triggered when: 1) Success/error messages displayed, 2) User feedback toasts shown, 3) Banking operation status updates. Properties: message_displayed (toast content), screen_name (context screen), product (banking product), module context. Purpose: Track user feedback patterns, measure error rates, analyze toast message effectiveness. Screens: DownloadEmailCertificateViewModel.errorToastEvent(). Scenarios: Banking operation feedback, error message tracking, success confirmation."
"signature_upload_selfie_auth","Signature upload with selfie authentication event. Triggered when: 1) Signature upload flow with selfie verification starts, 2) HVT authentication process begins, 3) User initiates signature verification. Properties: payload (verification data), transaction_type (operation type), auth_config (authentication settings), flow context. Purpose: Track signature verification flows, measure authentication success rates, monitor security compliance. Screens: SignatureUploadWithSelfieAuthImpl.invokeSignatureUploadWithSelfie(). Scenarios: Document signing, identity verification, security authentication."
"loan_requirement_screen_open","Loan requirement onboarding event. Triggered when: 1) Loan requirement screen opens, 2) User enters loan application flow, 3) Loan details collection starts. Properties: module_index, cta_count, flow, flow_type, product, module (loan_requirement). Purpose: Track loan application funnel entry, measure requirement collection engagement, analyze user flow patterns. Screens: PlatformLoanRequirementEventUtil.trackScreenOpen(). Scenarios: Loan application start, requirement gathering, onboarding flow."
"loan_requirement_reason_selected","Loan purpose selection event. Triggered when: 1) User selects loan purpose reason, 2) Loan requirement dropdown selection, 3) Purpose category chosen. Properties: reason (selected purpose), module context, flow tracking data. Purpose: Track loan purpose preferences, analyze user needs, measure selection patterns. Screens: PlatformLoanRequirementEventUtil.trackClicks(). Scenarios: Purpose selection, loan categorization, user preference tracking."
"loan_requirement_submit_clicked","Loan requirement submission event. Triggered when: 1) User submits loan requirement form, 2) Continue button clicked with requirements, 3) Loan application proceeds. Properties: loan_amount (requested amount), purpose (selected category), other_purpose (custom reason), module context. Purpose: Track loan application completion rates, measure requirement submission success, analyze loan patterns. Screens: PlatformLoanRequirementEventUtil.trackClicks(). Scenarios: Loan form submission, requirement completion, application progression."
"loan_requirement_skip_clicked","Loan requirement skip event. Triggered when: 1) User skips loan requirement step, 2) Skip CTA clicked, 3) User bypasses requirement collection. Properties: skip (true), module context, flow tracking data. Purpose: Track requirement skip rates, measure optional step completion, analyze user behavior patterns. Screens: PlatformLoanRequirementEventUtil.trackClicks(). Scenarios: Step skipping, optional requirement bypass, flow optimization."
"credit_score_screen_open","Credit score screen analytics event. Triggered when: 1) Credit score screen opens, 2) User views credit score information, 3) Credit score module initializes. Properties: module_index, cta_count, flow, flow_type, product, module (CREDIT_SCORE), screen (CREDIT_SCORE_SCREEN). Purpose: Track credit score screen engagement, measure user interest in credit information, analyze score viewing patterns. Screens: PlatformCreditScoreEventUtil.trackCreditScorePageOpened(). Scenarios: Credit score viewing, score information access, credit awareness tracking."
"credit_score_screen_continue","Credit score continue action event. Triggered when: 1) User clicks continue on credit score screen, 2) Credit score flow progression, 3) User proceeds after viewing score. Properties: module context, analytics configuration, screen tracking data. Purpose: Track credit score screen completion rates, measure user engagement with credit information, analyze flow continuation patterns. Screens: PlatformCreditScoreEventUtil.trackCreditScoreScreenContinue(). Scenarios: Score screen completion, credit flow progression, user engagement tracking."
"picker_screen_open","Picker screen analytics event. Triggered when: 1) Picker screen opens in onboarding platform, 2) User views selection options, 3) Picker module initializes. Properties: screen (picker), module_index, cta_count, flow, flow_type, product, module (PICKER). Purpose: Track picker screen engagement, measure selection screen usage, analyze user interaction patterns. Screens: PlatformPickerScreenEventUtil.trackScreenOpen(). Scenarios: Option selection screens, picker module usage, onboarding flow tracking."
"picker_cta_click","Picker selection action event. Triggered when: 1) User clicks continue after making selection, 2) Picker CTA action performed, 3) Selection confirmation action. Properties: screen (picker), cta_action (continue), selected_text (chosen option), module context. Purpose: Track picker selection completion rates, measure user choice patterns, analyze selection effectiveness. Screens: PlatformPickerScreenEventUtil.trackCtaAction(). Scenarios: Option selection completion, picker CTA actions, choice confirmation."
"profile_type_open","Profile selection screen analytics event. Triggered when: 1) Profile selection screen opens, 2) User views profile type options, 3) Profile selection module initializes. Properties: module_index, cta_count, flow, flow_type, product, module context. Purpose: Track profile selection screen engagement, measure user flow progression, analyze profile type interest patterns. Screens: PlatformProfileSelectionEventUtil.trackScreenOpen(). Scenarios: Profile type selection, user categorization, onboarding flow."
"profile_type_click","Profile type selection event. Triggered when: 1) User selects profile type, 2) Profile option clicked, 3) User categorization action. Properties: profile_type (selected profile), module context, analytics configuration. Purpose: Track profile type preferences, measure user categorization patterns, analyze profile selection trends. Screens: PlatformProfileSelectionEventUtil.trackCtaClick(). Scenarios: Profile type selection, user categorization, demographic tracking."
"profile_selection_back_press","Profile selection back navigation event. Triggered when: 1) User presses back on profile selection screen, 2) Navigation back action performed, 3) Profile selection flow exit. Properties: back_type (system/cta_back), module context, flow tracking data. Purpose: Track profile selection abandonment rates, measure back navigation patterns, analyze user flow exits. Screens: PlatformProfileSelectionEventUtil.trackBackPress(). Scenarios: Back navigation, flow abandonment, user exit tracking."
"profile_selection_api_error","Profile selection API error event. Triggered when: 1) API errors occur during profile selection, 2) Network failures in profile flow, 3) Profile selection request failures. Properties: api (endpoint URL), error_message (error details), module context. Purpose: Track profile selection technical issues, measure API reliability, analyze error patterns. Screens: PlatformProfileSelectionEventUtil.trackApiError(). Scenarios: API failures, network errors, profile selection issues." aa_recommended_bank_list_open,"Account Aggregator onboarding event. Triggered when: 1) Account Selection screen opens with AA vendor, 2) User views recommended bank list, 3) AA module displays bank selection options. Properties: screen (AccountSelection), vendor (ignosis/finvu), bank_list (account list JSON), module_index, cta_count, flow, product. Purpose: Track AA bank selection screen opens, measure vendor performance, analyze user bank preferences. Screens: AccountSelectionScreen, PlatformAccountSelectionEventUtil.trackScreenOpen(). Scenarios: AA onboarding flow, bank account selection, vendor-specific flows."
"aa_recommended_bank_continue","Account Aggregator bank selection event. Triggered when: 1) User clicks Continue after bank selection, 2) AA bank selection CTA clicked, 3) Bank selection confirmation action. Properties: screen, vendor, type (recommended), bank (selected bank), cta_action (click), cta_text, cta_target_type, cta_target_resource. Purpose: Track AA bank selection completion rates, measure conversion, analyze bank selection patterns. Screens: AccountSelectionScreen, PlatformAccountSelectionEventUtil.trackCtaClick(). Scenarios: AA bank selection, continue action, recommended bank selection."
"aa_bank_selected","Account Aggregator bank item selection event. Triggered when: 1) User selects specific bank from AA list, 2) Bank item clicked in selection screen, 3) User makes bank choice. Properties: screen, vendor, type (recommended), bank (selected bank), cta_action (click), cta_text, module context. Purpose: Track individual bank selection interactions, measure bank popularity, analyze user preferences. Screens: AccountSelectionScreen, PlatformAccountSelectionEventUtil.trackItemSelected(). Scenarios: Bank item selection, bank preference tracking, AA vendor analysis."
"flutter_analytics_logging","Flutter integration analytics event. Triggered when: 1) Flutter modules log analytics data, 2) Cross-platform event tracking, 3) Flutter-native integration events. Properties: name (event name), type (event type), data (event parameters), source (flutter/native). Purpose: Track Flutter module usage, measure cross-platform integration, monitor Flutter component performance. Screens: Flutter-based components, FlutterAnalyticsLogger.initiateAnalyticsLogging(). Scenarios: Flutter screen interactions, cross-platform analytics, hybrid app tracking."
"signature_upload_selfie_auth","Signature upload with selfie authentication event. Triggered when: 1) Signature upload flow with selfie verification starts, 2) HVT authentication process begins, 3) User initiates signature verification. Properties: payload (verification data), transaction_type (operation type), auth_config (authentication settings), flow context. Purpose: Track signature verification flows, measure authentication success rates, monitor security compliance. Screens: SignatureUploadWithSelfieAuthImpl.invokeSignatureUploadWithSelfie(). Scenarios: Document signing, identity verification, security authentication."
"appln_loan_requirement_screen_open","Loan requirement onboarding event. Triggered when: 1) Loan requirement screen opens, 2) User enters loan application flow, 3) Loan details collection starts. Properties: module_index, cta_count, flow, flow_type, product, module (loan_requirement). Purpose: Track loan application funnel entry, measure requirement collection engagement, analyze user flow patterns. Screens: PlatformLoanRequirementEventUtil.trackScreenOpen(). Scenarios: Loan application start, requirement gathering, onboarding flow."
"appln_loan_requirement_reason_selected","Loan purpose selection event. Triggered when: 1) User selects loan purpose reason, 2) Loan requirement dropdown selection, 3) Purpose category chosen. Properties: reason (selected purpose), module context, flow tracking data. Purpose: Track loan purpose preferences, analyze user needs, measure selection patterns. Screens: PlatformLoanRequirementEventUtil.trackClicks(). Scenarios: Purpose selection, loan categorization, user preference tracking."
"appln_loan_requirement_submit_clicked","Loan requirement submission event. Triggered when: 1) User submits loan requirement form, 2) Continue button clicked with requirements, 3) Loan application proceeds. Properties: loan_amount (requested amount), purpose (selected category), other_purpose (custom reason), module context. Purpose: Track loan application completion rates, measure requirement submission success, analyze loan patterns. Screens: PlatformLoanRequirementEventUtil.trackClicks(). Scenarios: Loan form submission, requirement completion, application progression."
"appln_loan_requirement_skip_clicked","Loan requirement skip event. Triggered when: 1) User skips loan requirement step, 2) Skip CTA clicked, 3) User bypasses requirement collection. Properties: skip (true), module context, flow tracking data. Purpose: Track requirement skip rates, measure optional step completion, analyze user behavior patterns. Screens: PlatformLoanRequirementEventUtil.trackClicks(). Scenarios: Step skipping, optional requirement bypass, flow optimization."
"appln_credit_score_screen_open","Credit score screen analytics event. Triggered when: 1) Credit score screen opens, 2) User views credit score information, 3) Credit score module initializes. Properties: module_index, cta_count, flow, flow_type, product, module (CREDIT_SCORE), screen (CREDIT_SCORE_SCREEN). Purpose: Track credit score screen engagement, measure user interest in credit information, analyze score viewing patterns. Screens: PlatformCreditScoreEventUtil.trackCreditScorePageOpened(). Scenarios: Credit score viewing, score information access, credit awareness tracking."
"appln_credit_score_screen_continue","Credit score continue action event. Triggered when: 1) User clicks continue on credit score screen, 2) Credit score flow progression, 3) User proceeds after viewing score. Properties: module context, analytics configuration, screen tracking data. Purpose: Track credit score screen completion rates, measure user engagement with credit information, analyze flow continuation patterns. Screens: PlatformCreditScoreEventUtil.trackCreditScoreScreenContinue(). Scenarios: Score screen completion, credit flow progression, user engagement tracking."
"age_screen_open","Age verification onboarding event. Triggered when: 1) Age verification screen opens, 2) User enters age verification flow, 3) Age input screen is displayed. Properties: screen (Verify), is_bottom_sheet (false), default_age (default age value), module_index, cta_count, flow, product, module (Age). Purpose: Track age verification screen engagement, measure age collection completion, analyze default age usage patterns. Screens: PlatformAgeEventUtils.trackScreenOpen(). Scenarios: Age verification flow, age input collection, onboarding age step."
"age_cta_click","Age verification continue event. Triggered when: 1) User clicks proceed/continue on age screen, 2) Age verification CTA action, 3) Age confirmation submission. Properties: screen (Verify), cta_action (click), cta_type (primary), cta_text (button text), type (API/screen), resource_path (target URL), module context. Purpose: Track age verification completion rates, measure CTA effectiveness, analyze age confirmation patterns. Screens: PlatformAgeEventUtils.trackProceedClick(). Scenarios: Age confirmation, age verification completion, proceed action."
"age_back_press","Age verification back navigation event. Triggered when: 1) User presses back on age screen, 2) Age verification flow exit, 3) Navigation back from age step. Properties: screen (Verify), back_type (system/cta_back), module context. Purpose: Track age verification abandonment rates, measure back navigation patterns, analyze user flow exits. Screens: PlatformAgeEventUtils.trackBackPress(). Scenarios: Back navigation, age flow abandonment, user exit tracking."
"age_api_error","Age verification API error event. Triggered when: 1) API errors during age verification, 2) Network failures in age flow, 3) Age verification request failures. Properties: screen (Verify), api (endpoint URL), error_message (error details), module context. Purpose: Track age verification technical issues, measure API reliability, analyze error patterns. Screens: PlatformAgeEventUtils.trackApiError(). Scenarios: API failures, network errors, age verification issues."
"select_bank_page_opened","Manage beneficiary bank selection event. Triggered when: 1) Bank selection screen opens, 2) User enters bank selection flow, 3) Add beneficiary bank choice screen displays. Properties: previous_screen (source screen context). Purpose: Track beneficiary bank selection funnel entry, measure bank selection engagement, analyze source screen patterns. Screens: ManageBeneficiaryAnalytics.bankSelectionScreenOpened(). Scenarios: Add beneficiary flow, bank selection start, beneficiary management entry."
"bene_account_details_page_opened","Beneficiary account details screen event. Triggered when: 1) Account details entry screen opens, 2) User enters beneficiary details, 3) Account information collection starts. Properties: bank_name (selected bank or manual), ifsc_loaded (IFSC prefilled status), account_loaded (account prefilled status), ifsc_option_present (IFSC required flag). Purpose: Track beneficiary details entry engagement, measure data prefilling effectiveness, analyze bank-specific patterns. Screens: ManageBeneficiaryAnalytics.addBeneficiaryScreenOpened(). Scenarios: Beneficiary details entry, account information collection, data prefilling tracking."
"bene_account_details_error_shown","Beneficiary validation error event. Triggered when: 1) Account/IFSC validation errors occur, 2) Invalid beneficiary details entered, 3) Form validation failures. Properties: account_no_error (account validation error), ifsc_error (IFSC validation error). Purpose: Track beneficiary validation issues, measure data quality problems, analyze common validation errors. Screens: ManageBeneficiaryAnalytics.accountDetailsError(). Scenarios: Validation failures, data entry errors, form validation tracking."
"bene_account_details_page_cta","Beneficiary creation CTA event. Triggered when: 1) User clicks continue/submit on beneficiary form, 2) Beneficiary creation action, 3) Account details confirmation. Properties: bank_name (selected bank or manual), ifsc_option_present (IFSC required flag), option (CTA option), next_screen (target screen). Purpose: Track beneficiary creation completion rates, measure CTA effectiveness, analyze flow progression patterns. Screens: ManageBeneficiaryAnalytics.beneficiaryCreationCtaClick(). Scenarios: Beneficiary creation, account details submission, flow progression."
"manage_beneficiary_page_opened","Manage beneficiary landing event. Triggered when: 1) Manage beneficiary screen opens, 2) User views existing beneficiaries, 3) Beneficiary management home displays. Properties: bene_count (number of existing beneficiaries). Purpose: Track beneficiary management engagement, measure existing beneficiary usage, analyze beneficiary count patterns. Screens: ManageBeneficiaryAnalytics.manageBeneficiaryPageOpened(). Scenarios: Beneficiary management access, existing beneficiary viewing, management home usage."
"bene_addition_complete_page_open","Beneficiary addition completion event. Triggered when: 1) Beneficiary addition success screen opens, 2) Beneficiary creation completes, 3) Success confirmation displayed. Properties: bank_name (selected bank or manual), ifsc_option_present (IFSC required flag). Purpose: Track beneficiary addition success rates, measure completion patterns, analyze bank-specific success rates. Screens: ManageBeneficiaryAnalytics.beneficiaryResultScreenOpened(). Scenarios: Beneficiary addition success, creation completion, success confirmation."
"manage_beneficiary_tile_clicked","Beneficiary tile interaction event. Triggered when: 1) User clicks on beneficiary tile, 2) Add beneficiary tile clicked, 3) Beneficiary management action. Properties: tile_number_clicked (tile index), tile_type (bene/add_bene). Purpose: Track beneficiary tile engagement, measure interaction patterns, analyze tile usage effectiveness. Screens: ManageBeneficiaryAnalytics.beneficiaryTileClicked(). Scenarios: Beneficiary selection, tile interactions, management actions."
"manage_beneficiary_details_bottomsheet_opened","Beneficiary details bottomsheet event. Triggered when: 1) Beneficiary details bottomsheet opens, 2) User views beneficiary limits, 3) Beneficiary management options displayed. Properties: tile_type (bank_account), day_txn_count_limit (transaction count limit), day_txn_amount_limit (transaction amount limit). Purpose: Track beneficiary details access, measure limit viewing patterns, analyze transaction limit engagement. Screens: ManageBeneficiaryAnalytics.manageBeneficiaryDetailsBSOpened(). Scenarios: Beneficiary details viewing, limit information access, management options."
"manage_beneficiary_bottomsheet_remove_clicked","Beneficiary deletion action event. Triggered when: 1) User clicks delete/remove beneficiary, 2) Beneficiary removal action, 3) Delete confirmation triggered. Properties: beneficiary context. Purpose: Track beneficiary deletion patterns, measure removal rates, analyze beneficiary management actions. Screens: ManageBeneficiaryAnalytics.deleteBeneficiaryCta(). Scenarios: Beneficiary removal, delete actions, management cleanup."
"manage_beneficiary_limit_change_bottomsheet_opened","Beneficiary limit change popup event. Triggered when: 1) Limit change bottomsheet opens, 2) User modifies transaction limits, 3) Limit adjustment interface displays. Properties: type (txn_amount/txn_count). Purpose: Track limit modification engagement, measure limit change patterns, analyze transaction limit adjustments. Screens: ManageBeneficiaryAnalytics.limitChangePopupOpened(). Scenarios: Limit modifications, transaction limit adjustments, beneficiary management."
"manage_beneficiary_limit_change_bottomsheet_continue_clicked","Beneficiary limit update confirmation event. Triggered when: 1) User confirms limit changes, 2) Limit modification submission, 3) Transaction limit update action. Properties: type (txn_amount/txn_count), day_txn_amount_limit or day_txn_count_limit (new limit value). Purpose: Track limit change completion rates, measure limit modification patterns, analyze limit adjustment effectiveness. Screens: ManageBeneficiaryAnalytics.limitChangePopupCtaClicked(). Scenarios: Limit confirmations, transaction limit updates, limit change completion."
"bottomsheet_view","Beneficiary upload option bottomsheet event. Triggered when: 1) Upload option bottomsheet opens, 2) Payee upload options displayed, 3) Bank selection upload methods shown. Properties: flow (select_bank). Purpose: Track upload option engagement, measure bottomsheet usage, analyze upload method selection patterns. Screens: ManageBeneficiaryAnalytics.trackPayeeUploadBottomSheetOpen(). Scenarios: Upload method selection, bottomsheet interactions, bank selection options."
"bottomsheet_cta_clicked","Beneficiary upload method selection event. Triggered when: 1) User selects upload method, 2) Camera/gallery/manual option chosen, 3) Upload method CTA clicked. Properties: button_value (take_a_photo/upload_from_gallery/manual), flow (select_bank). Purpose: Track upload method preferences, measure method selection patterns, analyze user upload behavior. Screens: ManageBeneficiaryAnalytics.trackPayeeUploadBsCtaClicked(). Scenarios: Upload method selection, camera/gallery choices, manual entry selection."
"manage_beneficiary_toast_message","Manage beneficiary toast notification event. Triggered when: 1) Toast messages displayed in beneficiary flow, 2) Success/error notifications shown, 3) User feedback toasts. Properties: message_displayed (toast content), screen (manage_beneficiary_page). Purpose: Track user feedback patterns, measure error/success rates, analyze toast message effectiveness. Screens: ManageBeneficiaryAnalytics.recordToastMessage(). Scenarios: Beneficiary operation feedback, error notifications, success confirmations."
"mpin_verify_screen_bene_setup","MPIN verification screen event in beneficiary setup. Triggered when: 1) MPIN screen opens during beneficiary creation, 2) User enters MPIN verification flow, 3) Beneficiary MPIN authentication starts. Properties: flow (bene_setup), type (mpin). Purpose: Track MPIN verification engagement in beneficiary flow, measure authentication patterns, analyze security verification rates. Screens: ManageBeneficiaryAnalytics.mpinScreenOpened(). Scenarios: Beneficiary MPIN verification, authentication flow, security verification."
